payee_id,profile_type,label_fraud_like,account_age,transaction_count,incoming_volume,outgoing_volume,transaction_velocity,unique_senders,complaint_count,complaint_rate,successful_transaction_ratio,refund_ratio,suspicious_counterparty_count,transaction_concentration,incoming_outgoing_ratio
payee_002323,TRUSTED_MERCHANT,0,3368,18073,93441.47,15361.81,5.3661,4633,2,0.0001,1.0,0.0,0,0.0213,6.0827
payee_002324,NORMAL_USER,0,274,72,8713.47,26129.42,0.2628,3,0,0.0,0.8869,0.0633,1,0.1429,0.3335
payee_002325,CONFIRMED_SCAM_LIKE,1,38,11,48347.06,35030.95,0.2895,250,6,0.5455,0.5723,0.6622,1,0.907,1.3801
payee_002326,NORMAL_USER,0,374,99,11810.73,3566.5,0.2647,9,0,0.0,0.9046,0.0177,0,0.2447,3.3116
payee_002327,NORMAL_USER,0,1704,65,3757.66,12531.77,0.0381,58,0,0.0,0.8853,0.0339,0,0.39,0.2999
payee_002328,NORMAL_USER,0,1674,399,2306.28,11525.75,0.2384,2,1,0.0025,1.0,0.0246,0,0.2761,0.2001
payee_002329,NORMAL_USER,0,102,276,31344.76,6652.48,2.7059,13,1,0.0036,0.9303,0.0691,0,0.297,4.7117
payee_002330,NORMAL_USER,0,376,390,6326.4,4244.3,1.0372,31,3,0.0077,0.9431,0.0,0,0.3072,1.4906
payee_002331,NORMAL_USER,0,253,141,15169.42,19196.31,0.5573,30,0,0.0,0.9532,0.0843,0,0.1862,0.7902
payee_002332,REPORTED_LEGITIMATE,0,193,2494,20296.67,6999.18,12.9223,135,2,0.0008,0.8703,0.0991,0,0.1988,2.8999
payee_002333,TRUSTED_MERCHANT,0,3480,15919,206483.3,34822.33,4.5744,1116,4,0.0003,1.0,0.0547,0,0.0693,5.9296
payee_002334,NORMAL_USER,0,1137,299,15317.38,8275.4,0.263,13,0,0.0,0.9561,0.0,0,0.3841,1.851
payee_002335,NEW_ACCOUNT,0,40,15,3546.96,3529.22,0.375,1,0,0.0,0.7943,0.0706,0,0.6532,1.005
payee_002336,SUSPICIOUS_ACCOUNT,1,95,70,9606.89,9251.38,0.7368,146,6,0.0857,0.871,0.3061,2,0.781,1.0384
payee_002337,NORMAL_USER,0,674,199,22251.58,26948.2,0.2953,18,0,0.0,1.0,0.0,0,0.1881,0.8257
payee_002338,NORMAL_USER,0,1078,305,13127.37,1435.39,0.2829,34,2,0.0066,0.7976,0.1198,0,0.1785,9.1455
payee_002339,TRUSTED_MERCHANT,0,2622,3454,132963.91,15867.21,1.3173,202,1,0.0003,0.9633,0.0464,0,0.0635,8.3798
payee_002340,TRUSTED_MERCHANT,0,3458,17684,98387.48,30218.71,5.1139,4683,2,0.0001,0.9543,0.0971,0,0.0441,3.2558
payee_002341,TRUSTED_MERCHANT,0,2794,10435,108462.64,21078.77,3.7348,3730,0,0.0,0.9748,0.0,0,0.0455,5.1456
payee_002342,NEW_ACCOUNT,0,4,11,2335.2,3584.95,2.75,5,0,0.0,0.9276,0.1032,1,0.5333,0.6514
payee_002343,NORMAL_USER,0,1837,325,4291.76,4998.79,0.1769,24,2,0.0062,0.9031,0.0501,0,0.0844,0.8586
payee_002344,NEW_ACCOUNT,0,24,10,10750.49,4621.72,0.4167,3,0,0.0,0.9472,0.0,0,0.6042,2.3261
payee_002345,TRUSTED_MERCHANT,0,2276,19746,119313.37,12266.51,8.6757,1660,3,0.0002,1.0,0.0522,0,0.0389,9.7268
payee_002346,SUSPICIOUS_ACCOUNT,1,85,100,5686.72,4390.68,1.1765,91,3,0.03,0.7038,0.234,1,0.7301,1.2952
payee_002347,REPORTED_LEGITIMATE,0,552,2349,36707.91,11119.92,4.2554,62,2,0.0009,0.9884,0.0911,0,0.182,3.3011
payee_002348,TRUSTED_MERCHANT,0,2140,16304,216677.68,16309.41,7.6187,4593,3,0.0002,0.9459,0.0199,0,0.0188,13.2854
payee_002349,TRUSTED_MERCHANT,0,2704,2515,126465.75,6823.15,0.9301,4927,2,0.0008,0.9397,0.1183,0,0.0588,18.5348
payee_002350,TRUSTED_MERCHANT,0,2608,6111,71081.14,14759.47,2.3432,4417,4,0.0007,0.9511,0.0,0,0.0163,4.816
payee_002351,SUSPICIOUS_ACCOUNT,1,112,178,23184.08,16292.8,1.5893,121,4,0.0225,0.7391,0.2865,2,0.662,1.423
payee_002352,NORMAL_USER,0,713,146,18007.78,14880.0,0.2048,21,0,0.0,0.7828,0.0667,0,0.1039,1.2102
payee_002353,NORMAL_USER,0,717,370,4092.12,5844.42,0.516,40,1,0.0027,1.0,0.0129,0,0.1272,0.7002
payee_002354,NORMAL_USER,0,801,364,5996.75,10860.96,0.4544,33,0,0.0,0.8726,0.0426,0,0.3267,0.5521
payee_002355,REPORTED_LEGITIMATE,0,1275,226,26350.36,4731.18,0.1773,652,6,0.0265,0.9236,0.0753,1,0.1455,5.5695
payee_002356,NORMAL_USER,0,134,92,9181.95,18791.23,0.6866,41,0,0.0,0.9917,0.0403,0,0.226,0.4886
payee_002357,NORMAL_USER,0,1866,151,12259.7,21007.48,0.0809,21,0,0.0,0.9663,0.0667,0,0.2006,0.5836
payee_002358,CONFIRMED_SCAM_LIKE,1,42,12,32441.28,31053.22,0.2857,171,2,0.1667,0.4864,0.5848,1,0.7461,1.0447
payee_002359,TRUSTED_MERCHANT,0,1346,6319,27112.08,1720.51,4.6947,2511,3,0.0005,1.0,0.0375,0,0.0848,15.7582
payee_002360,REPORTED_LEGITIMATE,0,259,2443,35907.89,11606.22,9.4324,73,10,0.0041,1.0,0.0516,0,0.2513,3.0938
payee_002361,TRUSTED_MERCHANT,0,1571,19272,55610.73,20720.28,12.2673,725,3,0.0002,1.0,0.0319,0,0.0687,2.6839
payee_002362,NORMAL_USER,0,133,73,13308.52,16335.64,0.5489,22,0,0.0,1.0,0.0,0,0.2097,0.8147
payee_002363,SUSPICIOUS_ACCOUNT,1,90,180,6191.86,5460.87,2.0,72,2,0.0111,0.8436,0.144,4,0.747,1.1339
payee_002364,NEW_ACCOUNT,0,18,2,6623.46,5384.02,0.1111,7,0,0.0,0.8073,0.0,0,0.433,1.2302
payee_002365,NEW_ACCOUNT,0,9,11,2581.82,4337.68,1.2222,3,1,0.0909,1.0,0.0027,0,0.6298,0.5952
payee_002366,NORMAL_USER,0,531,183,11663.8,28959.45,0.3446,18,1,0.0055,1.0,0.066,0,0.2808,0.4028
payee_002367,NORMAL_USER,0,302,189,16708.78,8275.19,0.6258,56,1,0.0053,0.979,0.068,0,0.3517,2.0191
payee_002368,NORMAL_USER,0,169,278,10969.37,21153.67,1.645,38,0,0.0,0.9704,0.0,0,0.2136,0.5186
payee_002369,NORMAL_USER,0,501,24,6021.4,4908.64,0.0479,37,0,0.0,0.8556,0.1373,0,0.1344,1.2267
payee_002370,NORMAL_USER,0,1161,304,17230.75,12850.65,0.2618,29,2,0.0066,0.9621,0.0,0,0.2209,1.3408
payee_002371,NORMAL_USER,0,248,332,2475.67,27800.46,1.3387,41,0,0.0,0.9193,0.0521,1,0.3183,0.0891
payee_002372,NORMAL_USER,0,1658,35,10402.58,2510.8,0.0211,2,0,0.0,1.0,0.0302,0,0.3041,4.1431
payee_002373,NORMAL_USER,0,1458,22,4944.24,4255.71,0.0151,44,2,0.0909,0.972,0.061,0,0.2083,1.1618
payee_002374,NORMAL_USER,0,1815,244,12395.64,13227.99,0.1344,12,0,0.0,0.8481,0.0983,0,0.306,0.9371
payee_002375,TRUSTED_MERCHANT,0,1440,6617,102143.23,18150.19,4.5951,3164,0,0.0,0.9059,0.0536,0,0.0147,5.6277
payee_002376,SUSPICIOUS_ACCOUNT,1,46,10,38889.71,16941.4,0.2174,87,5,0.5,0.9975,0.357,2,0.6428,2.2955
payee_002377,NORMAL_USER,0,1753,173,12233.42,14587.17,0.0987,34,1,0.0058,0.8974,0.0,0,0.3118,0.8386
payee_002378,TRUSTED_MERCHANT,0,3250,4378,84381.05,16538.07,1.3471,575,1,0.0002,1.0,0.1102,0,0.0748,5.1022
payee_002379,NEW_ACCOUNT,0,40,4,5347.86,941.0,0.1,8,1,0.25,0.8692,0.0218,0,0.5016,5.6832
payee_002380,REPORTED_LEGITIMATE,0,1004,2428,34196.73,3452.34,2.4183,231,6,0.0025,0.926,0.0686,0,0.2714,9.9054
payee_002381,NORMAL_USER,0,925,241,3966.39,5049.63,0.2605,53,0,0.0,1.0,0.0608,0,0.2141,0.7855
payee_002382,TRUSTED_MERCHANT,0,2448,1173,166116.85,49398.49,0.4792,4904,1,0.0009,1.0,0.0,0,0.0556,3.3628
payee_002383,TRUSTED_MERCHANT,0,1268,18160,204817.48,53033.12,14.3218,1122,0,0.0,1.0,0.0668,1,0.0374,3.8621
payee_002384,TRUSTED_MERCHANT,0,2318,19900,115325.91,22188.65,8.585,2804,1,0.0001,0.9788,0.0,0,0.079,5.1975
payee_002385,NEW_ACCOUNT,0,10,2,1979.55,2702.81,0.2,0,1,0.5,0.749,0.0802,1,0.2654,0.7324
payee_002386,CONFIRMED_SCAM_LIKE,1,48,112,31328.04,30257.53,2.3333,98,6,0.0536,0.4417,0.6524,4,0.5468,1.0354
payee_002387,TRUSTED_MERCHANT,0,1092,7778,129938.92,31807.61,7.1227,3444,0,0.0,0.9617,0.0,0,0.0404,4.0852
payee_002388,NEW_ACCOUNT,0,12,10,6553.1,2433.97,0.8333,8,0,0.0,0.8495,0.0815,0,0.4742,2.6924
payee_002389,TRUSTED_MERCHANT,0,2591,11451,112386.61,31974.78,4.4195,668,0,0.0,0.9985,0.0,0,0.0106,3.5149
payee_002390,NORMAL_USER,0,1690,6,26141.26,15490.22,0.0036,59,0,0.0,1.0,0.1042,0,0.2489,1.6876
payee_002391,NEW_ACCOUNT,0,21,0,1802.02,2357.55,0.0,6,0,0.0,0.9086,0.0,0,0.5499,0.7644
payee_002392,NORMAL_USER,0,67,155,12887.31,3272.6,2.3134,2,0,0.0,0.8452,0.0584,0,0.1631,3.9379
payee_002393,TRUSTED_MERCHANT,0,1337,15355,116886.32,6296.68,11.4847,1106,2,0.0001,0.9802,0.0787,0,0.087,18.5632
payee_002394,NORMAL_USER,0,1577,128,19867.59,19998.81,0.0812,24,0,0.0,1.0,0.0,0,0.3556,0.9934
payee_002395,CONFIRMED_SCAM_LIKE,1,14,43,37946.39,36951.72,3.0714,134,8,0.186,0.3641,0.2349,1,0.5093,1.0269
payee_002396,NORMAL_USER,0,143,27,6401.92,11052.48,0.1888,42,0,0.0,0.9586,0.0848,0,0.2561,0.5792
payee_002397,NORMAL_USER,0,1990,187,13150.65,7427.12,0.094,39,2,0.0107,1.0,0.0225,1,0.096,1.7706
payee_002398,TRUSTED_MERCHANT,0,3439,19928,40619.58,6635.43,5.7947,2054,2,0.0001,0.9924,0.0,0,0.0247,6.1216
payee_002399,NORMAL_USER,0,1495,307,1468.37,7048.39,0.2054,36,0,0.0,0.9649,0.0196,0,0.1491,0.2083
payee_002400,NORMAL_USER,0,548,251,3302.88,7759.71,0.458,39,1,0.004,0.925,0.0545,0,0.1937,0.4256
payee_002401,REPORTED_LEGITIMATE,0,1189,2483,31479.72,5333.95,2.0883,297,4,0.0016,0.9166,0.0282,0,0.2001,5.9018
payee_002402,NEW_ACCOUNT,0,34,1,964.63,1349.29,0.0294,0,0,0.0,1.0,0.1211,1,0.2317,0.7149
payee_002403,SUSPICIOUS_ACCOUNT,1,59,187,6002.15,2911.33,3.1695,32,1,0.0053,0.5967,0.2961,0,0.3755,2.0617
payee_002404,REPORTED_LEGITIMATE,0,1629,2896,32746.85,7601.08,1.7778,306,4,0.0014,0.9428,0.0859,0,0.1884,4.3082
payee_002405,NORMAL_USER,0,1996,160,16190.95,11051.95,0.0802,57,1,0.0062,1.0,0.0,0,0.3022,1.465
payee_002406,NORMAL_USER,0,860,112,8747.45,12384.44,0.1302,57,0,0.0,0.9431,0.0495,0,0.2134,0.7063
payee_002407,NORMAL_USER,0,865,314,19819.81,9440.26,0.363,46,1,0.0032,1.0,0.0443,0,0.3389,2.0995
payee_002408,NORMAL_USER,0,619,226,25546.11,11028.07,0.3651,38,0,0.0,0.9662,0.012,0,0.2537,2.3165
payee_002409,SUSPICIOUS_ACCOUNT,1,116,22,3532.39,5949.33,0.1897,74,2,0.0909,0.6485,0.1549,1,0.7116,0.5937
payee_002410,NEW_ACCOUNT,0,9,2,1031.73,2674.51,0.2222,0,0,0.0,0.7877,0.0658,0,0.4103,0.3858
payee_002411,CONFIRMED_SCAM_LIKE,1,16,70,14394.19,16752.6,4.375,90,10,0.1429,0.5426,0.3242,3,0.6861,0.8592
payee_002412,NORMAL_USER,0,581,125,8773.66,15107.91,0.2151,21,2,0.016,1.0,0.1285,0,0.1669,0.5807
payee_002413,NORMAL_USER,0,565,299,22477.13,12641.34,0.5292,41,0,0.0,0.9929,0.0355,0,0.3691,1.7781
payee_002414,NORMAL_USER,0,1295,116,7672.0,9974.77,0.0896,3,0,0.0,0.9129,0.0,0,0.0567,0.7691
payee_002415,TRUSTED_MERCHANT,0,1398,18420,65435.3,5545.86,13.176,3104,1,0.0001,0.9209,0.0,0,0.0102,11.7989
payee_002416,NORMAL_USER,0,551,37,8324.67,23355.77,0.0672,53,2,0.0541,0.9948,0.1108,0,0.1968,0.3564
payee_002417,NORMAL_USER,0,680,333,21008.3,14965.57,0.4897,40,1,0.003,0.8943,0.0,1,0.0521,1.4038
payee_002418,TRUSTED_MERCHANT,0,1683,15956,95015.83,15342.31,9.4807,1878,0,0.0,0.9713,0.0,0,0.0327,6.1931
payee_002419,SUSPICIOUS_ACCOUNT,1,21,39,9470.12,7484.33,1.8571,49,2,0.0513,0.7644,0.1728,2,0.394,1.2653
payee_002420,TRUSTED_MERCHANT,0,2175,1056,150178.95,6679.84,0.4855,1666,2,0.0019,1.0,0.0062,0,0.0144,22.4824
payee_002421,NORMAL_USER,0,1671,242,14860.17,8443.72,0.1448,55,3,0.0124,0.8948,0.0481,0,0.1143,1.7599
payee_002422,NEW_ACCOUNT,0,19,22,4909.58,1915.51,1.1579,7,1,0.0455,0.8102,0.0,0,0.5114,2.5631
payee_002423,TRUSTED_MERCHANT,0,2129,9070,63523.71,17955.37,4.2602,1648,1,0.0001,0.9525,0.0496,1,0.0341,3.5379
payee_002424,SUSPICIOUS_ACCOUNT,1,53,94,16104.42,10300.68,1.7736,12,0,0.0,0.5925,0.2214,2,0.376,1.5634
payee_002425,NEW_ACCOUNT,0,38,1,5282.87,2154.75,0.0263,3,1,1.0,1.0,0.0,0,0.3151,2.4517
payee_002426,TRUSTED_MERCHANT,0,3180,17486,66355.53,14297.08,5.4987,3402,0,0.0,0.9914,0.0,0,0.0357,4.6412
payee_002427,NEW_ACCOUNT,0,33,4,5807.57,1203.82,0.1212,2,0,0.0,0.9359,0.1116,0,0.5067,4.8243
payee_002428,NEW_ACCOUNT,0,19,11,4411.19,851.91,0.5789,3,1,0.0909,0.8935,0.0879,0,0.3395,5.178
payee_002429,NEW_ACCOUNT,0,2,5,2423.09,6717.72,2.5,0,1,0.2,1.0,0.0,1,0.3498,0.3607
payee_002430,REPORTED_LEGITIMATE,0,301,2791,3675.93,1278.33,9.2724,512,3,0.0011,0.889,0.0998,1,0.2397,2.8756
payee_002431,NEW_ACCOUNT,0,4,15,1303.66,1984.58,3.75,3,1,0.0667,0.887,0.0141,0,0.6657,0.6569
payee_002432,NORMAL_USER,0,1913,236,4604.77,17202.78,0.1234,49,0,0.0,0.8716,0.0964,1,0.3602,0.2677
payee_002433,NORMAL_USER,0,1106,247,8461.29,27988.18,0.2233,21,0,0.0,0.8208,0.0778,0,0.333,0.3023
payee_002434,NEW_ACCOUNT,0,20,15,5821.05,8968.95,0.75,0,1,0.0667,0.9453,0.1034,0,0.2939,0.649
payee_002435,CONFIRMED_SCAM_LIKE,1,18,100,84025.59,63173.85,5.5556,274,9,0.09,0.3564,0.5146,4,0.6292,1.3301
payee_002436,NORMAL_USER,0,649,140,6745.48,5122.56,0.2157,34,1,0.0071,0.9325,0.0497,0,0.1925,1.3168
payee_002437,NEW_ACCOUNT,0,30,2,5627.94,7668.18,0.0667,0,0,0.0,0.7286,0.0701,0,0.4669,0.7339
payee_002438,NORMAL_USER,0,909,252,23892.97,9616.1,0.2772,57,1,0.004,0.9495,0.0756,0,0.2033,2.4847
payee_002439,NEW_ACCOUNT,0,36,19,4968.5,355.44,0.5278,6,0,0.0,0.8128,0.1027,0,0.3972,13.9784
payee_002440,CONFIRMED_SCAM_LIKE,1,30,116,42179.42,33772.61,3.8667,129,3,0.0259,0.3358,0.2188,5,0.6848,1.2489
payee_002441,TRUSTED_MERCHANT,0,1186,4533,103974.79,15405.17,3.8221,3086,0,0.0,1.0,0.0311,0,0.081,6.7493
payee_002442,NORMAL_USER,0,746,72,14771.71,19149.13,0.0965,21,0,0.0,1.0,0.0,0,0.3139,0.7714
payee_002443,NORMAL_USER,0,1306,252,5403.46,16146.53,0.193,14,0,0.0,0.9106,0.0,0,0.2841,0.3347
payee_002444,NORMAL_USER,0,1244,226,9232.02,26514.87,0.1817,38,0,0.0,1.0,0.1131,0,0.1531,0.3482
payee_002445,NORMAL_USER,0,1286,372,13560.81,18143.29,0.2893,22,6,0.0161,0.821,0.2292,0,0.3804,0.7474
payee_002446,TRUSTED_MERCHANT,0,838,14720,104147.84,11773.06,17.5656,4757,2,0.0001,1.0,0.0,0,0.0642,8.8463
payee_002447,NORMAL_USER,0,972,75,8926.91,6409.72,0.0772,11,0,0.0,0.8971,0.0,0,0.3838,1.3927
payee_002448,NORMAL_USER,0,312,312,13360.37,18905.52,1.0,19,2,0.0064,1.0,0.1153,0,0.1426,0.7067
payee_002449,NORMAL_USER,0,1257,344,17127.94,22052.55,0.2737,45,1,0.0029,0.8885,0.1311,0,0.0552,0.7767
payee_002450,NEW_ACCOUNT,0,35,5,8366.88,4867.49,0.1429,3,1,0.2,0.8724,0.1266,0,0.494,1.7189
payee_002451,NEW_ACCOUNT,0,23,9,3261.71,3756.03,0.3913,2,0,0.0,0.82,0.0154,0,0.4255,0.8684
payee_002452,NEW_ACCOUNT,0,33,16,683.14,464.51,0.4848,4,3,0.1875,0.8665,0.0485,0,0.2889,1.4707
payee_002453,REPORTED_LEGITIMATE,0,574,1395,19790.73,5059.53,2.4303,513,4,0.0029,1.0,0.0479,1,0.1719,3.9116
payee_002454,NORMAL_USER,0,869,232,9612.03,12617.17,0.267,26,0,0.0,0.9688,0.0434,0,0.2203,0.7618
payee_002455,NORMAL_USER,0,1259,43,15198.28,15725.28,0.0342,33,1,0.0233,0.9771,0.0503,0,0.3641,0.9665
payee_002456,NORMAL_USER,0,788,237,9305.38,6619.88,0.3008,37,0,0.0,0.9306,0.0609,0,0.1695,1.4057
payee_002457,TRUSTED_MERCHANT,0,3032,3015,77204.39,9121.03,0.9944,2436,2,0.0007,1.0,0.0,0,0.0933,8.4644
payee_002458,NORMAL_USER,0,1166,145,8379.24,13718.58,0.1244,59,3,0.0207,0.6451,0.081,0,0.1146,0.6108
payee_002459,NORMAL_USER,0,628,52,8960.95,3196.81,0.0828,31,0,0.0,0.973,0.0744,0,0.1631,2.8031
payee_002460,SUSPICIOUS_ACCOUNT,1,76,164,14001.52,6820.58,2.1579,65,2,0.0122,0.7938,0.243,2,0.5694,2.0528
payee_002461,NEW_ACCOUNT,0,29,11,1972.89,2668.89,0.3793,7,1,0.0909,0.5999,0.0926,0,0.573,0.7392
payee_002462,TRUSTED_MERCHANT,0,1998,12660,118666.75,15103.21,6.3363,573,4,0.0003,0.7836,0.1341,0,0.0272,7.8571
payee_002463,NORMAL_USER,0,1002,200,1905.48,9658.28,0.1996,49,0,0.0,0.9309,0.0,0,0.3038,0.1973
payee_002464,NORMAL_USER,0,1045,289,21350.92,2468.22,0.2766,36,0,0.0,0.9804,0.0,1,0.2292,8.6503
payee_002465,NEW_ACCOUNT,0,7,0,5618.66,505.9,0.0,3,5,1.0,0.6824,0.238,0,0.3115,11.1063
payee_002466,REPORTED_LEGITIMATE,0,739,624,55838.57,10338.56,0.8444,531,4,0.0064,0.9338,0.0352,0,0.2346,5.401
payee_002467,NORMAL_USER,0,1311,393,14882.9,4452.77,0.2998,21,0,0.0,0.9799,0.0782,0,0.1307,3.3424
payee_002468,NORMAL_USER,0,74,259,10693.02,14901.66,3.5,59,0,0.0,0.9668,0.0314,0,0.0632,0.7176
payee_002469,NORMAL_USER,0,1051,241,13863.19,19751.75,0.2293,33,0,0.0,0.9271,0.1061,0,0.333,0.7019
payee_002470,NORMAL_USER,0,1317,69,10286.36,13074.73,0.0524,53,1,0.0145,0.8606,0.0151,0,0.2742,0.7867
payee_002471,SUSPICIOUS_ACCOUNT,1,12,85,20238.37,18479.41,7.0833,148,2,0.0235,0.7743,0.3707,3,0.5735,1.0952
payee_002472,NEW_ACCOUNT,0,31,15,1220.53,890.29,0.4839,1,1,0.0667,0.8987,0.0457,0,0.4509,1.3709
payee_002473,NORMAL_USER,0,1870,206,14460.36,7937.29,0.1102,34,0,0.0,0.8499,0.1881,0,0.0772,1.8218
payee_002474,NORMAL_USER,0,1354,134,9373.75,2202.69,0.099,17,0,0.0,0.8821,0.0066,0,0.2574,4.2556
payee_002475,TRUSTED_MERCHANT,0,1452,5073,82459.82,7971.72,3.4938,550,1,0.0002,1.0,0.0419,0,0.0399,10.344
payee_002476,TRUSTED_MERCHANT,0,2365,16674,57862.8,11009.04,7.0503,652,0,0.0,0.9807,0.0322,0,0.0963,5.2559
payee_002477,NORMAL_USER,0,1964,229,15513.6,6361.46,0.1166,31,0,0.0,0.9037,0.0646,0,0.1037,2.4387
payee_002478,NORMAL_USER,0,981,35,3651.07,5327.75,0.0357,37,0,0.0,0.9204,0.0539,1,0.364,0.6853
payee_002479,SUSPICIOUS_ACCOUNT,1,36,162,13104.28,9722.06,4.5,18,0,0.0,0.7055,0.3529,0,0.3648,1.3479
payee_002480,NORMAL_USER,0,581,389,17569.77,23015.58,0.6695,57,1,0.0026,0.9891,0.0047,0,0.2252,0.7634
payee_002481,NORMAL_USER,0,1254,282,6236.48,10672.67,0.2249,38,0,0.0,0.8527,0.0528,0,0.378,0.5843
payee_002482,TRUSTED_MERCHANT,0,1590,8206,112882.53,28484.63,5.161,1121,2,0.0002,1.0,0.1031,1,0.0325,3.9629
payee_002483,NORMAL_USER,0,1387,368,4679.04,18831.39,0.2653,40,0,0.0,0.9859,0.0,0,0.341,0.2485
payee_002484,REPORTED_LEGITIMATE,0,379,2751,14629.9,2148.05,7.2586,36,6,0.0022,0.9224,0.0679,0,0.0809,6.8108
payee_002485,NORMAL_USER,0,716,202,20419.27,11282.02,0.2821,25,0,0.0,0.7704,0.1468,0,0.3021,1.8099
payee_002486,NEW_ACCOUNT,0,2,17,2414.06,4678.02,8.5,9,0,0.0,0.9888,0.0294,0,0.2788,0.516
payee_002487,REPORTED_LEGITIMATE,0,694,722,28131.79,6947.65,1.0403,560,1,0.0014,0.96,0.0076,0,0.2207,4.0491
payee_002488,TRUSTED_MERCHANT,0,451,10094,100701.53,42550.6,22.3814,4577,0,0.0,1.0,0.0576,1,0.0978,2.3666
payee_002489,NORMAL_USER,0,856,332,12291.31,14849.48,0.3879,26,1,0.003,0.8569,0.0,1,0.1205,0.8277
payee_002490,CONFIRMED_SCAM_LIKE,1,29,74,25413.22,31725.39,2.5517,50,11,0.1486,0.5374,0.5522,2,0.815,0.801
payee_002491,NORMAL_USER,0,704,54,8698.16,18591.47,0.0767,49,1,0.0185,0.9213,0.0,0,0.2332,0.4679
payee_002492,TRUSTED_MERCHANT,0,651,18658,135254.89,12210.77,28.6605,3330,2,0.0001,0.9875,0.0,0,0.0275,11.0767
payee_002493,SUSPICIOUS_ACCOUNT,1,82,106,14120.13,17854.51,1.2927,117,1,0.0094,0.7612,0.2741,1,0.7612,0.7908
payee_002494,SUSPICIOUS_ACCOUNT,1,99,105,5574.34,4311.45,1.0606,135,5,0.0476,0.7047,0.1202,4,0.5573,1.2929
payee_002495,NORMAL_USER,0,828,154,12791.38,6296.46,0.186,20,0,0.0,0.9513,0.0,0,0.388,2.0315
payee_002496,NORMAL_USER,0,995,183,20762.43,12568.17,0.1839,23,0,0.0,1.0,0.0756,0,0.2576,1.652
payee_002497,NORMAL_USER,0,458,132,10457.8,14600.27,0.2882,20,0,0.0,0.9153,0.0558,0,0.0561,0.7163
payee_002498,REPORTED_LEGITIMATE,0,1792,316,24177.58,4082.86,0.1763,695,7,0.0222,0.9693,0.1698,1,0.1689,5.9217
payee_002499,NORMAL_USER,0,465,69,23595.13,18400.84,0.1484,40,0,0.0,0.9731,0.0997,0,0.1508,1.2823
payee_002500,TRUSTED_MERCHANT,0,1288,15558,195302.79,13309.51,12.0792,1867,1,0.0001,0.9717,0.0457,0,0.0503,14.6739
payee_002501,NEW_ACCOUNT,0,12,9,2132.31,2744.06,0.75,3,0,0.0,1.0,0.0133,0,0.5457,0.7771
payee_002502,CONFIRMED_SCAM_LIKE,1,59,59,30839.19,33796.55,1.0,135,5,0.0847,0.4399,0.2096,2,0.7051,0.9125
payee_002503,REPORTED_LEGITIMATE,0,1636,1165,29770.4,13194.21,0.7121,207,3,0.0026,0.994,0.0147,1,0.1889,2.2563
payee_002504,NORMAL_USER,0,425,269,3530.58,12196.69,0.6329,39,1,0.0037,1.0,0.1088,0,0.3342,0.2895
payee_002505,TRUSTED_MERCHANT,0,2760,4386,91164.83,19333.31,1.5891,1123,2,0.0005,1.0,0.0,0,0.033,4.7154
payee_002506,SUSPICIOUS_ACCOUNT,1,118,20,10601.69,7452.18,0.1695,84,6,0.3,0.8845,0.2089,3,0.3092,1.4226
payee_002507,SUSPICIOUS_ACCOUNT,1,51,113,12511.38,8558.3,2.2157,133,4,0.0354,0.7614,0.1874,2,0.7066,1.4619
payee_002508,NORMAL_USER,0,1696,165,6545.08,3535.57,0.0973,39,1,0.0061,0.8565,0.0655,0,0.0979,1.8512
payee_002509,NEW_ACCOUNT,0,18,18,3062.15,724.94,1.0,8,0,0.0,0.9324,0.0891,0,0.5189,4.224
payee_002510,NORMAL_USER,0,1477,247,8062.16,10538.84,0.1672,32,1,0.004,0.5609,0.176,1,0.1907,0.765
payee_002511,NORMAL_USER,0,170,338,1788.34,3231.66,1.9882,49,0,0.0,0.8541,0.0351,0,0.3504,0.5534
payee_002512,TRUSTED_MERCHANT,0,3231,9849,73193.46,23826.71,3.0483,2628,3,0.0003,0.7638,0.1317,1,0.0172,3.0719
payee_002513,TRUSTED_MERCHANT,0,1590,969,136710.43,24452.22,0.6094,4974,3,0.0031,0.8071,0.1281,0,0.024,5.5909
payee_002514,NORMAL_USER,0,237,126,10688.97,17382.8,0.5316,52,0,0.0,0.8423,0.1681,0,0.3275,0.6149
payee_002515,REPORTED_LEGITIMATE,0,374,1306,26249.3,4374.68,3.492,553,2,0.0015,0.8886,0.0717,0,0.0704,6.0003
payee_002516,TRUSTED_MERCHANT,0,766,9040,77287.54,16538.64,11.8016,2926,2,0.0002,0.8671,0.0,0,0.0208,4.6732
payee_002517,NORMAL_USER,0,1206,71,8813.38,9495.81,0.0589,19,0,0.0,1.0,0.0671,0,0.3812,0.9281
payee_002518,NORMAL_USER,0,1557,39,4969.56,3571.12,0.025,12,1,0.0256,0.6027,0.2113,0,0.2593,1.3916
payee_002519,NORMAL_USER,0,1944,108,12198.45,18519.28,0.0556,46,0,0.0,0.7916,0.0155,0,0.3686,0.6587
payee_002520,TRUSTED_MERCHANT,0,2930,5050,172642.2,25977.17,1.7235,3883,1,0.0002,0.9683,0.0282,0,0.0102,6.6459
payee_002521,NORMAL_USER,0,1618,298,1585.65,7332.2,0.1842,11,0,0.0,1.0,0.0617,0,0.1477,0.2163
payee_002522,NORMAL_USER,0,1409,260,14435.17,17762.7,0.1845,31,1,0.0038,1.0,0.013,0,0.0561,0.8127
